,Trope,Action,Adult,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,Game-Show,History,Horror,Music,Musical,Mystery,News,Romance,Sci-Fi,Short,Sport,Thriller,War,Western,\N,Associated_Movies,Number_movies
25457,WhereEverybodyKnowsYourFlame,1,0,1,0,2,14,2,0,9,0,1,0,0,0,0,1,0,2,0,6,0,0,0,2,0,0,0,"['American Pie', 'Another Gay Movie', 'Bell Book and Candle', ""But I'm a Cheerleader"", 'Chasing Amy', 'Four Rooms', 'Foxy Brown', 'Friendship!', 'Funeral Parade of Roses', 'Gray Matters', ""Nick and Norah's Infinite Playlist"", 'Pariah', 'Police Academy', 'Prayers for Bobby', 'Pride', 'The Associate', 'The Birdcage', 'The First Wives Club', 'The Last of Sheila', 'Walk on Water']",20
25458,WhereIWasBornAndRazed,2,0,2,0,0,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,"['Avengers: Age of Ultron', 'Goodnight Mommy', 'The Dressmaker', 'Thor: Ragnarok']",4
25459,WhereIsYourXNow,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,"['Dracula: The Dark Prince', 'Pitch Black']",2
25460,WhereItAllBegan,12,0,8,0,2,6,3,1,9,2,3,0,0,1,7,0,0,4,0,1,11,0,0,7,0,1,0,"['Brainstorm', 'Captain America: The Winter Soldier', 'Cube', 'Edge of Tomorrow', 'Halloween 5: The Revenge of Michael Myers', 'Hansel & Gretel: Witch Hunters', 'Highlander', 'Highwaymen', 'I Am Legend', 'Invictus', 'Jurassic World', 'Jurassic World: Fallen Kingdom', 'Lord of Illusions', 'Mad Max: Fury Road', 'Magic Camp', 'RoboCop', 'Scream 4', 'Shazam!', 'Slaughter High', 'The Butterfly Effect', 'The Cloverfield Paradox', ""The Girl in the Spider's Web"", 'The Hangover', ""The Hitchhiker's Guide to the Galaxy"", 'The Hudsucker Proxy', 'The Living Daylights', 'The Man Who Invented Christmas', 'Unforgiven', 'You Again']",29
25461,WhereNoParodyHasGoneBefore,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,['Zapped!'],1
25462,WhereTheHellIsSpringfield,19,0,20,0,1,30,11,1,24,11,6,1,0,0,9,2,3,6,0,5,7,2,0,9,0,5,0,"['A Fistful of Dollars', ""Lemony Snicket's A Series of Unfortunate Events"", 'All That Heaven Allows', 'Animal House', 'Babe', 'Babe: Pig in the City', 'Bad Day at Black Rock', 'Batman', 'Batman Forever', 'Beast of the Yellow Night', 'Carry On Cowboy', 'Charlie and the Chocolate Factory', 'Cinderella', 'City on Fire', 'Club Paradise', 'Day of Defense', 'The Crime of Padre Amaro', 'Fire Birds', 'Footloose', ""Greaser's Palace"", 'Hellraiser', ""Hey Hey It's Esther Blueburger"", 'Hobo with a Shotgun', 'I Am a Fugitive from a Chain Gang', 'Inspector Gadget', 'Josie and the Pussycats', 'Leviathan', 'Life Size', 'Man of Steel', 'Masters of the Universe', ""Miller's Crossing"", 'Mr. Smith Goes to Washington', 'Muppets from Space', 'Night of the Living Dead', 'No Escape', 'Noah', 'Office Space', 'Parallels', 'Psycho', 'Quest of the Delta Knights', 'Se7en', 'Shallow Grave', 'Shock Treatment', 'Sin City', 'Sin City: A Dame to Kill For', 'Super Troopers', 'Superman II', 'The Batman', 'The Borrowers', 'The Cat in the Hat', 'The Dark Knight Rises', 'The Double', 'The Invisible Maniac', 'The Little Rascals', 'The Living Wake', 'The Lobster', 'The Magnificent Seven', 'The Man Who Shot Liberty Valance', 'The Muppets', 'The Phantom', 'The Rocky Horror Picture Show', ""The Thing That Couldn't Die"", ""The World's End"", 'Tragedy Girls', 'Transformers: Revenge of the Fallen', 'Turkey Shoot', 'UHF', 'Wolf Summer', 'Underworld', 'Welcome Mr. Marshall!', 'Willy Wonka & the Chocolate Factory', 'Wish You Were Here']",72
25463,WhereTheresAWillTheresAStickyNote,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"['Howards End', 'The Baby-Sitters Club']",2
25464,WhereWereYouLastNight,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,"['Eternal Sunshine of the Spotless Mind', 'Single White Female', 'The Awful Truth']",3
25465,WhereWhere,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['The Three Stooges'],1
25466,WheresMyGun,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Van Helsing'],1
25467,WheresTheFunInThat,2,0,3,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"['Rampage', 'The Adventures of Baron Munchausen', 'Willow']",3
25468,WheresTheKaboom,8,0,7,1,0,5,4,0,6,0,2,0,0,0,1,0,1,0,0,0,3,0,0,5,2,1,0,"['Blade II', 'Blazing Saddles', 'Day Night Day Night', 'Elephant', 'Galaxy Quest', 'Help!', 'King Kong vs. Godzilla', ""Ocean's Eleven"", 'Power Rangers', 'Scavenger Hunt', 'The Adventures of Rocky & Bullwinkle', 'The Bridge at Remagen', 'The Bridge on the River Kwai', 'The Dark Knight', 'The Dark Knight Rises', 'The Great Wall', 'Uncommon Valor']",17
25469,WhichMe,2,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,"['Back to the Future Part II', 'Moon', 'Star Trek', 'Superman II']",4
25470,WhichRestroomDilemma,0,0,0,0,0,6,2,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,"['Carry on Matron', 'Gentlemen of Fortune', ""I Don't Want to Be a Man"", 'Monkey Business', 'My Favorite Year', 'Seven Chances']",6
25471,WhileRomeBurns,5,0,6,0,4,6,1,1,17,0,1,0,0,5,4,2,0,0,0,5,8,0,0,1,3,0,0,"['A Prairie Home Companion', 'Ant-Man and the Wasp', 'Buffy the Vampire Slayer', 'Carry On... Up the Khyber', 'Dawn of the Dead', 'Dawn of the Dead', 'Deep Impact', 'Downfall', 'Heart of Glass', 'Hearts and Minds', 'Hemingway & Gellhorn', 'High-Rise', 'Independence Day: Resurgence', 'Invasion, U.S.A.', 'Metropolis', 'Nicholas and Alexandra', 'Orphans of the Storm', 'Slipstream', 'Superman II', 'The Celebration', 'The Counterfeiters', 'The Day the Earth Caught Fire', ""The Firemen's Ball"", 'The Hindenburg', 'The Pianist', 'The Quiet Man', 'Yongary, Monster from the Deep']",27
25472,WhileYouWereInDiapers,7,0,7,0,0,2,4,0,7,0,1,1,0,0,0,1,1,1,0,4,3,0,0,2,1,0,0,"['Battlefield Earth', 'Boom Town', 'Caged', 'Jailhouse Rock', 'Lethal Weapon', 'Meet the Parents', 'Star Trek: Generations', 'Stolen Kisses', 'The Expendables 3', 'The Godfather', 'The Godfather: Part II', 'The Life and Death of Colonel Blimp', 'TRON: Legacy', 'X2: X-Men United', 'X-Men: The Last Stand']",15
25473,WhipItGood,36,0,34,0,2,17,5,0,10,4,16,1,0,1,12,3,5,2,0,3,13,1,0,4,0,2,0,"['A Night at the Opera', 'Alita: Battle Angel', ""All Hallows' Eve"", 'American Ninja', 'Baby Doll', 'Batman Forever', 'Beyond Sherwood Forest', 'Bring Me the Head of the Machine Gun Woman', 'Captain EO', 'Cartouche', 'Cherry Falls', 'Clash of the Titans', 'Deadpool 2', 'Doctor Strange', 'Double Dragon', 'Exodus', 'Flash Gordon', 'Forty Guns', 'Frankenstein', 'Guardians', 'Hawk the Slayer', 'Hellraiser: Inferno', 'Hercules', 'If Looks Could Kill', 'Indiana Jones and the Temple of Doom', 'Iron Man 2', 'Island of Lost Souls', 'Kingsman: The Golden Circle', 'Maleficent', 'Mighty Morphin Power Rangers: The Movie', 'Motel Hell', 'Oblivion', 'Once Upon a Time in China', 'Outlander', 'Pacific Rim: Uprising', 'Press Start', 'Prince of Persia: The Sands of Time', 'SAGA: Curse of the Shadow', 'Scott Pilgrim vs. the World', 'Swordsman', 'Terrifier', ""The Adventure of Sherlock Holmes' Smarter Brother"", ""The Devil's Carnival"", 'The Forbidden Kingdom', 'The Hidden Fortress', 'The Magic Christian', 'The Mask of Zorro', 'The Nutcracker and the Four Realms', 'The Phantom of the Opera', 'The Pirate', 'The Rundown', 'The Ten Commandments', ""The Warrior's Way"", 'The Wizard of Speed and Time', 'This Gun for Hire', 'Ticks', 'Time of the Apes', 'The Protector', 'Turkey Shoot', 'Warlock', 'Warriors of Virtue', 'Wonder Woman', 'X-Men: Apocalypse']",63
25474,WhipPan,2,0,1,0,1,5,4,1,10,1,1,0,0,1,3,1,1,2,0,4,1,1,0,1,1,0,0,"['A Page of Madness', 'Citizen Kane', 'Cool Cat Saves the Kids', 'Doctor Zhivago', 'Dog Star Man', 'Dr. Jekyll and Mr. Hyde', 'Game Night', 'God of Love', 'Hot Fuzz', 'Kon-Tiki', 'La La Land', 'Magnolia', 'Midnight Mary', 'Rachel, Rachel', 'Reservoir Dogs', 'The Greatest Showman', 'White Bim Black Ear', 'Work Experience']",18
25475,WhipSword,8,0,5,0,0,2,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,"['Aliens vs. Predator: Requiem', 'Along with the Gods: The Two Worlds', 'Bleach', 'Brotherhood of the Wolf', 'Pacific Rim', 'Prince of Persia: The Sands of Time', 'Scott Pilgrim vs. the World', 'Zeiram']",8
25476,WhisperingGhosts,0,0,0,1,0,1,0,0,1,0,2,0,0,0,5,0,0,2,0,0,0,1,0,2,0,0,0,"['Blood Night: The Legend of Mary Hatchet', 'East of Kensington', 'I Am the Pretty Thing That Lives in the House', 'Noroi: The Curse', 'The Facts in the Case of Mister Hollow', ""Trick 'r Treat""]",6
25477,WhiteAndBlackMorality,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Godzilla and Mothra: The Battle for Earth', 'The Last Temptation of Christ']",2
25478,WhiteAndGrayMorality,1,0,1,0,0,0,1,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"['Batman v Superman: Dawn of Justice', 'Falling Down', 'Moonlight', 'The Grapes of Wrath']",4
25479,WhiteAndGreyMorality,4,0,4,0,1,9,1,0,12,2,3,0,0,1,2,0,1,1,0,3,4,0,1,2,0,0,0,"['Ant-Man and the Wasp', 'Arrival', 'Avatar', 'Deadpool 2', 'E.T. the Extra-Terrestrial', 'Elf', 'Evolution', 'I Am Sam', 'I, Daniel Blake', 'Little Miss Sunshine', 'Moonlight', 'Office Christmas Party', 'One on One', 'The Adjustment Bureau', 'The Host', 'The Madness of King George', 'The Tall Man', 'The Terminal', 'Thirteen Days', 'We Are the Night', 'West Bank Story']",21
25480,WhiteAngloSaxonProtestant,0,0,0,0,1,8,4,0,15,1,1,0,0,0,1,0,3,2,0,3,1,0,0,3,0,0,0,"['A Matter of Faith', 'Animal House', 'Bride & Prejudice', 'Donnie Darko', ""God's Not Dead"", 'Gone Girl', 'High Society', 'Infinitely Polar Bear', 'Let There Be Light', 'Mona Lisa Smile', 'Night of the Living Dead', 'The Addams Family', 'The Godfather', 'The Godfather: Part II', 'The Greatest Showman', 'The Philadelphia Story', 'The Sandlot', 'Thoroughbreds', 'Wall Street', 'We Need to Talk About Kevin']",20
25481,WhiteBunny,1,0,2,0,0,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"['Alice in Wonderland', 'Monty Python and the Holy Grail', 'The Matrix', 'Throne of Blood']",4
25482,WhiteCollarCrime,1,0,1,0,2,8,8,1,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,"['Arbitrage', 'Boiler Room', ""Carlito's Way"", 'Casino Jack', 'Enron: The Smartest Guys in the Room', 'I Love You Phillip Morris', 'Office Space', 'Side Effects', 'Sorcerer', 'The Boss', 'The Money Pit', 'The Other Guys', 'Trading Places', 'Vabank', 'Wall Street']",15
25483,WhiteCollarCrimes,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"[""Carlito's Way""]",1
25484,WhiteCollarWorker,0,0,1,0,0,4,0,0,3,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"['D.O.A.', '9 to 5', 'Office Space', 'The Associate', 'The Crowd', 'The Secret Life of Walter Mitty']",6
25485,WhiteDudeBlackDude,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Down to Earth', 'Scary Movie']",2
25486,WhiteDwarfStarlet,2,0,2,1,6,25,6,2,33,0,1,1,0,0,4,6,4,4,0,13,2,3,0,5,0,0,0,"['A Gun for George', 'A Star Is Born', 'A Star Is Born', 'Anvil: The Story of Anvil', 'Bullets Over Broadway', 'Citizen Kane', 'Clouds of Sils Maria', 'Compulsion', 'Crooked House', 'Death Becomes Her', 'Dinner at Eight', 'Drop Dead Gorgeous', 'Ed Wood', 'Empire Records', 'Fatherland', 'Fright Night', 'Frightmare', 'Grand Hotel', 'Hairspray', 'How to Lose Friends & Alienate People', 'Jailhouse Rock', 'Mommie Dearest', 'Mr. Saturday Night', 'Music and Lyrics', 'Night Moves', 'On the Waterfront', 'Performance', 'Placido', 'Quartet', 'Ricki and the Flash', ""Robert Frost: A Lover's Quarrel with the World"", 'Soapdish', 'Stuck on You', 'Sunset Boulevard', 'Swan Song', 'The Artist', 'The First Wives Club', 'The Prestige', 'The Turning Point', 'The Week', 'Their Finest', 'This Is Spinal Tap', 'Thoroughly Modern Millie', 'Top Five', 'Tropic Thunder', 'Veronika Voss', 'What Ever Happened to Baby Jane?', 'Who Framed Roger Rabbit', 'Wonderland']",49
25487,WhiteElephant,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['A Christmas Story'],1
25488,WhiteFlag,1,0,1,0,2,1,1,0,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Deadpool', 'Hacksaw Ridge', 'Sergeant York', 'Underworld']",4
25489,WhiteGangBangers,1,0,0,0,0,4,5,0,4,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2,0,0,0,"['A Bronx Tale', 'Friday', 'Spring Breakers', 'Stand Up Guys', 'Tales of Halloween', 'The Warriors', 'West Side Story']",7
25490,WhiteGangbangers,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"['American Graffiti', 'Attack the Block']",2
25491,WhiteGloveTest,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,['Star Trek II: The Wrath of Khan'],1
25492,WhiteGloves,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['HOUBA! On the Trail of the Marsupilami'],1
25493,WhiteGuilt,1,0,0,0,1,3,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"['About Schmidt', 'Annie Hall', 'Hamburger Hill', 'Outrageous Fortune', 'The Chant of Jimmie Blacksmith']",5
25494,WhiteHairBlackHeart,6,0,1,0,0,1,5,0,3,0,5,0,0,0,2,0,0,0,0,1,1,0,0,2,1,0,0,"['Bright', 'Catwoman', 'Garuda Superhero', 'Jumper', 'Let the Right One In', 'Lethal Weapon', 'Marathon Man', 'National Security', 'The Mortal Instruments: City of Bones', 'The Young Messiah', 'Wild Wind']",11
25495,WhiteLikeMe,0,1,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"['Black Rage', 'The Associate', 'The Little Rascals', 'White Chicks']",4
25496,WhiteMagic,0,0,1,0,0,2,1,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"['Cast a Deadly Spell', 'Resurrection', 'The Blues Brothers']",3
25497,WhiteMagicianGirl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0
25498,WhiteMaleLead,10,0,9,0,1,2,1,0,10,3,4,0,0,1,1,1,0,0,0,1,4,0,1,5,1,1,0,"['Black Panther', 'Blazing Saddles', 'Dragonball: Evolution', 'Elysium', ""Ender's Game"", 'Fantastic Four', 'Glory', 'Jumanji', 'Kickboxer', 'Lilies of the Field', 'Mammoth', 'No Escape', ""One Flew Over the Cuckoo's Nest"", 'Oz the Great and Powerful', 'Primer', 'Step Up', 'Sunshine', 'The Forbidden Kingdom', 'The Last Airbender', 'Three Seasons', 'The Depraved', 'Windtalkers']",22
25499,WhiteMansBurden,7,0,7,0,8,2,2,0,24,0,0,0,0,2,0,2,1,2,0,1,1,2,1,5,0,3,0,"['Black Cloud', 'Black Narcissus', 'Black Panther', 'Changing Lanes', 'Cloud Atlas', 'Dangerous Minds', 'Embrace of the Serpent', 'Finding Forrester', 'Forty-Two', 'Glory Road', 'Gran Torino', 'Green Book', 'High Plains Drifter', 'Hotel Rwanda', 'Incest! The Musical', 'Laser Mission', 'The Last Flight', 'Machine Gun Preacher', 'Music of the Heart', 'Smoke', 'Tears of the Sun', 'The Help', 'The Last Emperor', 'The Lives of a Bengal Lancer', 'The Magnificent Seven', 'The Man Who Would Be King', ""The Nun's Story"", 'The Soloist', 'The Substitute', 'Trumbo', ""White Man's Burden"", 'Yuma']",32
25500,WhiteMaskOfDoom,5,0,5,1,0,6,1,0,8,1,4,0,0,0,22,1,1,7,0,1,2,1,0,12,0,0,0,"[""A Bride's Revenge"", 'A Page of Madness', 'Babysitter Massacre', 'Batman', 'Blood and Black Lace', 'Bruiser', 'Carved', 'Eyes Without a Face', 'Franklyn', 'Halloween Night', 'Higher Learning', 'Hush', 'The Skin I Live In', 'Lovers Lane', 'Monster Man', 'MFKZ', ""New Year's Evil"", 'Nightbreed', 'Passion', 'Phantom of the Megaplex', 'Queen of Outer Space', 'Return to Horror High', 'Scary Movie', 'Scream', 'Sledgehammer', 'Solomon Kane', 'Stage Fright', 'The Cabin in the Woods', 'The East', 'The Hills Run Red', 'The Phantom of the Opera', 'The Pool', 'The Strangers']",33
25501,WhiteSheep,1,0,0,0,0,6,4,0,7,2,3,0,0,0,2,0,1,0,0,2,1,0,0,3,1,0,0,"['A Princess for Christmas', 'Beauty and the Beast', 'Cabaret', 'Carry on Matron', 'Corky Romano', 'Descendants', 'Holiday', 'Little Nicky', 'The Damned', 'The Godfather', 'The Godfather: Part II', 'The Hills Have Eyes', 'The Mirror Has Two Faces', 'Village of the Damned']",14
25502,WhiteShirtOfDeath,18,0,4,0,1,4,18,0,28,0,3,0,0,1,11,0,0,6,0,2,4,0,0,22,2,2,0,"['A Good Day to Die Hard', 'A Tale of Two Sisters', 'A Walk Among the Tombstones', 'Ashes and Diamonds', 'Black Swan', 'Blue Ruin', 'Bound', 'Chappie', 'Collateral', 'Copacabana', 'Crimson Peak', 'Dead Snow', 'Dogtooth', 'El Mariachi', 'Ex Machina', 'Gangster No. 1', 'Garuda Superhero', 'Get Carter', 'Heat', 'Hollow Man', 'Identity', 'Inside', 'Jurassic World', 'King of New York', 'Layer Cake', 'Logan', 'Looper', 'Once Upon a Time in the West', 'Paranormal Activity', 'Public Enemies', 'Reservoir Dogs', 'Road to Perdition', 'Scarface', 'School of the Holy Beast', 'Suspiria', 'Sympathy for Mr. Vengeance', 'Tampopo', 'The Assignment', 'The Duellists', 'The Forest', 'The Good the Bad the Weird', 'The Invitation', 'The Killer', 'The Patriot', 'The Stoning of Soraya M.', 'Thor: Ragnarok', 'Train to Busan', 'Triangle', 'Us', 'War for the Planet of the Apes']",50
25503,WhiteStallion,7,0,6,1,0,6,1,0,4,2,4,0,0,0,0,0,1,0,0,3,0,0,0,0,1,2,0,"['Beauty and the Beast', 'El Alamein - The Line of Fire', 'Enchanted', 'First Knight', 'Forty Guns', 'Kate & Leopold', 'Letters to Juliet', 'Reality', ""Shoot 'Em Up"", 'Snow White and the Huntsman', 'Team America: World Police', 'The Lone Ranger', 'The Scorpion King', 'Thor']",14
25504,WhiteVoidRoom,3,0,2,0,0,4,1,0,5,1,2,0,0,1,5,0,0,1,0,0,6,0,0,4,1,0,0,"['Apocalypse: Caught in the Eye of the Storm', 'Beyond the Black Rainbow', 'Cube²: Hypercube', ""Daft Punk's Electroma"", 'Lucy', 'Men in Black II', 'Phantasm', 'Poltergeist III', 'Scott Pilgrim vs. the World', 'Sky High', 'The Dawns Here Are Quiet', 'The Voices', 'Under the Skin']",13
25505,Whitehall,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['In the Loop'],1
25506,WhitleyStreiber,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,['The Day After Tomorrow'],1
25507,WhoAreYou,9,0,5,0,1,4,3,0,1,1,4,0,0,0,4,0,0,0,0,1,1,0,0,2,0,0,0,"['A Nightmare on Elm Street 3: Dream Warriors', 'Alien: Resurrection', 'Batman', 'Guardians of the Galaxy Vol. 2', 'Kick-Ass', 'Lawrence of Arabia', 'Pirates of the Caribbean: The Curse of the Black Pearl', 'Sgt. Kabukiman N.Y.P.D.', 'The Assignment', 'The Equalizer', 'The Princess Bride', 'The Witches of Eastwick', 'The Wraith']",13
25508,WhoDares,4,0,3,0,0,2,1,0,3,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"['Black Dynamite', 'Clear and Present Danger', 'Kingdom of Heaven', 'Labyrinth', 'Press Start', 'The Legend of the 7 Golden Vampires', 'The Mission']",7
25509,WhoDunnit,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,['Twin Peaks: Fire Walk with Me'],1
25510,WhoDunnitToMe,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['D.O.A.'],1
25511,WhoEvenNeedsABrain,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['The Addams Family'],1
25512,WhoIsDriving,2,0,2,0,0,3,1,0,1,2,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,"['Anchorman 2: The Legend Continues', 'Congo', 'The Muppet Movie', 'The Taking of Pelham One Two Three', 'The Three Stooges', 'Thirteen Women']",6
25513,WhoMurderedTheAsshole,1,0,0,0,1,2,3,0,5,0,0,0,0,0,2,0,0,4,0,0,1,0,0,2,0,0,0,"['Bully', 'Crooked House', ""Don't Torture a Duckling"", 'Gattaca', 'Gosford Park', 'Murder on the Orient Express', 'The Toxic Avenger']",7
25514,WhoNamesTheirKidDude,8,0,11,0,1,35,2,0,27,4,4,0,0,0,4,2,4,1,0,12,8,0,1,6,1,1,0,"['A Christmas Story', 'A Girl Named Sooner', 'After Earth', 'Aloha', 'Anchorman: The Legend of Ron Burgundy', 'Angel and the Badman', 'Angry Video Game Nerd: The Movie', 'Australia', 'Born in East L.A.', 'Bridget Jones: The Edge of Reason', 'Cellular', 'Children of Men', 'Cooties', 'Cry-Baby', 'Due East', ""Dumplin'"", 'Fathom', 'Follow That Camel', 'Forbidden Zone', ""Gentleman's Agreement"", 'Go Tell the Spartans', 'Gravity', 'Green Room', 'Hairspray', 'Happy Death Day', 'Harold & Kumar Go to White Castle', 'Ideal Home', 'Legion', 'Mars Attacks!', 'Meet the Parents', 'My Girl', 'Natutulog pa ang diyos?', 'Never Back Down', 'Never Been Kissed', 'Pitch Perfect', 'Prom', 'Riding in Cars with Boys', 'Seeking a Friend for the End of the World', 'Snatch', 'Sorry to Bother You', 'Splitting Heirs', 'Star Trek', 'Step Brothers', 'Superstar', 'The Astronaut Farmer', 'The Dukes of Hazzard', 'The Hot Chick', 'The Ice Storm', 'The Kids Are All Right', 'The NeverEnding Story', 'The Week', 'Three the Hard Way', 'Top Gun', ""What's in a Name?"", 'Where the Heart Is']",55
25515,WhoNeedsEnemies,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,"['Heneral Luna', 'Red Hill', 'The Return of the Pink Panther']",3
25516,WhoNeedsOvertime,0,0,0,0,0,6,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,"['Happy Gilmore', 'Necessary Roughness', 'The Big Green', 'The Longest Yard', 'The Mighty Ducks', 'The Waterboy']",6
25517,WhoNeedsTheirWholeBody,9,0,5,0,0,2,0,0,0,0,2,0,0,0,7,0,0,0,0,0,9,0,0,3,0,0,0,"['Aliens', 'Beyond Re-Animator', ""Child's Play"", ""Child's Play 2"", 'End of Days', 'House of the Dead', 'Mimic', 'Nemesis', 'Pacific Rim', 'Return of the Living Dead II', 'Terminator 3: Rise of the Machines', 'Terminator Salvation', 'The Mummy', 'The Terminator']",14
25518,WhoShotJFK,11,0,6,0,2,10,4,0,13,1,1,0,0,3,3,0,0,5,0,0,6,0,0,9,1,0,0,"['Ace Ventura: When Nature Calls', 'Armageddon', 'Blind Horizon', 'Bubba Ho-Tep', 'Captain America', 'Full Metal Jacket', 'Hot Shots!', 'In the Line of Fire', 'JFK', 'Machete', 'National Treasure', 'Nixon', 'Salt', 'Shooter', 'Sneakers', 'Spiders', 'Texas Chainsaw Massacre: The Next Generation', 'The House of Yes', 'The Man Who Saw Tomorrow', 'The Manchurian Candidate', 'The Rock', 'The Rum Diary', 'The Wrong Guy', 'Timequest', 'Watchmen', 'Winter Kills', 'X-Men: Days of Future Past', 'Zoolander']",28
25519,WhoWantsToLiveForever,20,0,15,1,0,10,3,0,16,2,25,0,0,0,13,0,0,3,0,2,8,0,0,3,0,0,0,"['Afflicted', 'Beast of the Yellow Night', 'Bicentennial Man', 'Buffy the Vampire Slayer', 'Clash of the Titans', 'Dark Shadows', 'Daybreakers', 'Dead Mine', 'Death Becomes Her', 'Death Takes a Holiday', 'Guardians', 'Guardians of the Galaxy Vol. 2', 'Hancock', 'He Never Died', 'Highlander: Endgame', 'Hocus Pocus', 'Hook', 'In Time', 'Moon Child', 'MFKZ', 'Nosferatu', 'Onmyoji: The Yin Yang Master', 'Pandora and the Flying Dutchman', 'Pirates of the Caribbean: On Stranger Tides', 'Pirates of the Caribbean: The Curse of the Black Pearl', 'Queen of the Damned', 'Razor Blade Smile', 'Shadow of the Vampire', 'Subject Two', 'The Age of Adaline', 'The Bermuda Depths', 'The Cabin in the Woods', 'The Fountain', 'The Green Mile', 'The Imaginarium of Doctor Parnassus', 'The Last Witch Hunter', 'The Mummy: Tomb of the Dragon Emperor', 'The Order', 'The Spirit', 'The Suicide Theory', 'The Time Machine', 'The Wolverine', 'Van Helsing', 'We Are the Night', 'Zardoz']",45
25520,WhoWatchesTheWatchmen,4,0,3,0,2,2,3,0,5,0,1,0,0,2,0,0,0,2,0,0,0,0,0,1,1,0,0,"['Ant-Man', 'Batman v Superman: Dawn of Justice', 'Enemy of the State', 'Fail-Safe', 'Goodfellas', 'The Girl with the Dragon Tattoo', ""The King's Speech"", 'The Official Story', 'Thunderbirds']",9
